id,current_title,current_date,decision,final_decision,proposed_title,proposed_date_iso,review_required,evidence_level,confidence,status,result_bucket,reasoning_short,recommendation
ab5c9d45-f227-4f35-8975-9859538d090f,L'Italie rejoint la Triple-Entente,1915-01-01,UPDATE_TITLE,UPDATE_TITLE,Entrée en guerre de l'Italie,1915-05-23,false,A,0.9,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,"Le titre original est imprécis. L'Italie n'a pas rejoint la Triple-Entente, mais est entrée en guerre aux côtés de celle-ci. La date précise de l'entrée en guerre est le 23 mai 1915, date de la déclaration de guerre à l'Autriche-Hongrie. La description est cohérente avec cette date.",Mettre à jour le titre pour plus de précision et la date pour correspondre à la déclaration de guerre.
9c198581-7048-4629-b127-062188b1dd99,Pieter Bruegel l'Ancien termine Les Chasseurs dans la neige,1565-01-01,UPDATE_TITLE,UPDATE_TITLE,Les Chasseurs dans la neige,1565-01-01,false,A,0.9,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,Le titre peut être simplifié au nom de l'oeuvre. La description confirme la date.,Conserver la date de 1565. Simplifier le titre.
2fbb03d1-1527-42e9-b437-5c6bb4c78de7,Première des Noces de Figaro de Wolfgang Amadeus Mozart,1786-05-01,UPDATE_TITLE,UPDATE_TITLE,Création des Noces de Figaro,,false,A,0.9,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Le titre est plus clair et correspond à l'événement principal. La description est cohérente.,Mettre à jour le titre pour plus de clarté et de concision.
4edbd8f1-067b-4313-b1f1-d9d1abf573b4,Abdication de Napoléon Ier,1814-04-06,UPDATE_TITLE,UPDATE_TITLE,Première abdication de Napoléon Ier,,false,A,0.9,INSUFFICIENT_EVIDENCE,absence_de_singularite,"The current title is ambiguous as Napoleon I abdicated twice. The description refers to the first abdication. Adding ""Première"" clarifies the event.",Update the title to specify the first abdication of Napoleon I to avoid ambiguity.
9f4b1837-50e2-4413-8bf8-bf03b9331b83,"Début des voyages de Zheng He, explorateur chinois",1405-01-01,UPDATE_TITLE,UPDATE_TITLE,Premier voyage de Zheng He,1405-01-01,false,A,0.9,INSUFFICIENT_EVIDENCE,absence_de_singularite,"Le titre actuel décrit le début d'une série de voyages, ce qui n'est pas un événement singulier. Le titre ""Premier voyage de Zheng He"" est plus précis et correspond à un événement unique. La date est cohérente avec la description.",Modifier le titre pour refléter le premier voyage spécifique de Zheng He.
21bfaf2e-bd06-4b58-8266-6b2f2b9f134e,"Disparition du fondateur des Restos du Cœur, humoriste français engagé dans l'aide sociale",1986-01-01,UPDATE_TITLE,UPDATE_TITLE,Mort de Coluche,1986-06-19,false,A,0.9,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,"Le titre actuel est trop long. Le titre proposé est plus concis et correspond à l'événement principal. La date de la mort de Coluche est le 19 juin 1986, ce qui est cohérent avec la description.",Vérifier si la date du 19 juin est correcte dans d'autres sources.
26029941-e7fa-4c0a-9bf2-8b18f19e2634,Lettres philosophiques de Voltaire,1734-01-01,UPDATE_TITLE,UPDATE_TITLE,Publication des Lettres philosophiques,1734-01-01,false,A,0.9,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Le titre actuel est acceptable mais peut être amélioré pour correspondre à un événement précis. La date est correcte selon la description.,Aucune.
c356f5d7-e133-4a6e-b2fc-1338fefe4e88,Mort de Claude,0054-10-13,UPDATE_TITLE,UPDATE_TITLE,Mort de l'empereur Claude,0054-10-13,false,A,0.9,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Le titre 'Mort de Claude' est ambigu. Préciser 'Mort de l'empereur Claude' rend le titre plus clair et correspond à la description. La date est cohérente avec la description.,Mettre à jour le titre pour plus de clarté.
00165608-1938-4599-8773-412f081d9e9c,Fondation du Bauhaus Imaginista,2018-01-01,UPDATE_TITLE,UPDATE_TITLE,Lancement de Bauhaus Imaginista,2018-01-01,false,A,0.9,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,"La description indique clairement le lancement du projet Bauhaus Imaginista en 2018, et non sa fondation. Le titre doit être mis à jour pour refléter cela.",Modifier le titre pour refléter le lancement du projet Bauhaus Imaginista en 2018.
7ed3535f-5876-4d2d-9810-98aab89a355b,Décès de plus de 1500 personnes lors du naufrage du Titanic,1912-04-15,UPDATE_TITLE,UPDATE_TITLE,Naufrage du Titanic,1912-04-15,false,A,1,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,Le titre actuel est trop long et contient la date. Le titre proposé est plus concis et correspond à l'appellation standard de l'événement. La date est correcte et cohérente avec la description.,Aucune.
c0fcc52b-0868-440c-b621-97d25543ac33,Invention de l'automobile par Karl Benz,1886-01-01,UPDATE_TITLE,UPDATE_TITLE,Invention de l'automobile,1886-01-01,false,A,0.9,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,"Le titre est amélioré en supprimant la mention de Karl Benz, car l'invention de l'automobile est un processus complexe impliquant plusieurs acteurs. La date est conservée car la description y fait référence et elle est généralement acceptée.",Vérifier si d'autres inventeurs devraient être mentionnés dans la description.
5c6ac3d3-15c3-4256-aaf9-873afd60c4f5,Rédaction du Canon de la Médecine par Avicenne,1025-01-01,UPDATE_TITLE,UPDATE_TITLE,Achèvement du Canon de la médecine d'Avicenne,1025-01-01,false,A,0.9,INSUFFICIENT_EVIDENCE,absence_de_singularite,Le titre est amélioré pour refléter un événement plus ponctuel (achèvement). La date est confirmée par Wikidata.,Mettre à jour le titre pour plus de précision et conserver la date. L'événement est l'achèvement d'un ouvrage majeur.
