id,titre,date_in_db,date_candidate,precision,status,result_bucket,confidence,needs_human_review,recommendation,matched_article_fr,matched_article_en,wikidata_id
aca0b012-3c0a-4310-b28e-647c44d6fa85,Classifications scientifiques des espèces,1758-01-01,1758-01-01,year,CONFIRMED,confirme,0.9,false,None,https://fr.wikipedia.org/wiki/Classification_scientifique_des_esp%C3%A8ces,,Q11398
aad35619-0528-45ff-b9e2-a500daf5c350,Inauguration de la Jeddah Tower,2024-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Nécessite une vérification humaine pour trouver des sources fiables confirmant l'année exacte de l'inauguration.,,,Q374365
2c9529d0-2493-4540-87c3-89a8e8e060f1,Concile Quinisexte à Constantinople,0692-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Ajouter des sources externes mentionnant explicitement l'année 692 pour le Concile Quinisexte à Constantinople.,,,Q10551516
d3dc2583-71e5-4c47-9832-97e567dfa3b4,Première de L'Enlèvement au sérail de Wolfgang Amadeus Mozart,1782-07-16,1782-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,,,Q254
236eb089-1086-44df-a370-fc272144c85e,Crise agricole française de 2024,2024-01-01,2024-01-01,year,CONFIRMED,confirme,1,false,No change needed.,https://fr.wikipedia.org/wiki/Crise_agricole_fran%C3%A7aise_depuis_2024,,Q124356591
83e39e33-2d02-4791-b525-0e0b90534b8b,Coupe du Monde 1950 : Le 'Maracanazo',1950-01-01,1950-01-01,year,CONFIRMED,confirme,1,false,No change needed.,Coupe du monde de football 1950,,Q132515
2bcbc926-5670-4fae-8d13-0277a3fe39ce,Mort de Louis XIV,1715-09-01,1715-01-01,year,CONFIRMED,confirme,1,false,Aucune révision nécessaire.,wikipedia_fr_article,wikipedia_en_article,Q3324481
3314be63-5780-4056-b2ab-d91e5dbbd43f,Reconnaissance officielle de l'École de médecine de Montpellier,1220-01-01,1220-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0,false,Rechercher des sources externes confirmant l'année 1220 pour la reconnaissance officielle de l'École de médecine de Montpellier.,,,Q3592600
5acedf56-2102-4606-bfae-b1473290cb2c,Exécution du roi Charles Ier d'Angleterre,1649-01-01,1649-01-01,year,CONFIRMED,confirme,1,false,No change needed.,Charles Ier (roi d'Angleterre),,Q81506
a31b0c33-83d6-44ae-9186-b0e37a305e40,Le traité de Loudun met fin à la révolte des princes,1616-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Rechercher des sources fiables confirmant l'année exacte du Traité de Loudun mettant fin à la révolte des princes.,Traité de Loudun,,Q3536828
