id,current_title,current_date,decision,final_decision,proposed_title,proposed_date_iso,review_required,evidence_level,confidence,status,result_bucket,reasoning_short,recommendation
a48bbd06-c46f-455e-9e40-5998d815f3f4,Première attribution du Prix Goncourt,1901-12-01,UPDATE_DATE,REVIEW,,1903-12-21,true,A,0.9,DISPUTED_DATE,date_disputee,Wikipédia et Wikidata indiquent que le premier Prix Goncourt a été décerné le 21 décembre 1903. La description doit être mise à jour en conséquence.,Mettre à jour la date avec le 21 décembre 1903 et vérifier la description pour assurer la cohérence.
a5de72c7-834f-455d-beab-cc320b5d73bc,Création du duché de Bourgogne,0888-01-01,UPDATE_DATE,UPDATE_DATE,,0880-01-01,false,A,0.9,POTENTIAL_DATE_ERROR,divergence_date,"Wikidata indique 880 comme date de création du duché de Bourgogne. L'article Wikipédia mentionne que le duché est issu de la Bourgogne franque et tenu par différentes dynasties à partir de 898. Cependant, Wikidata fournit une date précise.","Mettre à jour la date avec 0880-01-01, car c'est la date la plus précise fournie par Wikidata et cohérente avec la description."
6ce54a90-a8cf-4704-b0b9-c0b77f798e18,Shakespeare écrit Hamlet,1601-01-01,UPDATE_TITLE,REVIEW,Publication d'Hamlet,1603-01-01,true,B,0.7,DISPUTED_DATE,date_disputee,La date de publication la plus communément admise est 1603. Le titre est plus précis en indiquant la publication plutôt que l'écriture.,Vérifier si 1603 est bien la date de publication la plus pertinente.
422d0fa7-49ce-4776-88e1-5a384c474ddc,Fondation de l' abbaye de Cluny par Guillaume le Pieux,0909-01-01,UPDATE_TITLE,REVIEW,Fondation de l'abbaye de Cluny,0909-01-01,true,B,0.8,DISPUTED_DATE,date_disputee,"Le titre actuel est trop long. Le titre proposé est plus concis et correspond à l'appellation standard. La date de 909 est retenue car elle est mentionnée dans la description et confirmée par une source Wikidata, bien qu'il y ait une incertitude avec 910.",Conserver la date de 909 et le titre simplifié. Vérifier si d'autres sources primaires peuvent confirmer la date exacte.
8b231105-86c5-4ae1-a7f4-5008c9b6cd2a,Création du Parc national de la Vanoise,1964-08-22,UPDATE_DATE,REVIEW,,1963-07-06,true,A,0.9,DISPUTED_DATE,date_disputee,"Wikidata indique la date de création au 6 juillet 1963. L'article Wikipédia en français ne donne pas de date précise, mais l'article en anglais indique que le premier parc national a été créé en 1963.",Mettre à jour la date avec la date la plus précise disponible sur Wikidata.
1bd4b610-4b8d-4fc4-904f-e76895f60efd,Siège,0885-01-01,UPDATE_BOTH,REVIEW,Siège de Paris (885-886),0885-01-01,true,A,0.9,AMBIGUOUS_TITLE,titre_ambigu_ou_collision,Le titre actuel est trop vague. La description indique un siège de Paris qui s'étend sur deux années. Le titre doit être plus précis et la date doit correspondre au début du siège.,Mettre à jour le titre pour inclure la période du siège et conserver la date de début.
90ce3870-3e7d-4349-8fab-66fca7442f1c,Premières batailles entre Francs et Normands,0804-01-01,UPDATE_TITLE,REVIEW,Raids Vikings en Gaule franque,0804-01-01,true,B,0.8,AMBIGUOUS_TITLE,titre_ambigu_ou_collision,Le titre initial est trop vague. 'Raids Vikings en Gaule franque' est plus précis et correspond à la description. L'année 804 marque le début de ces raids.,Vérifier si des raids plus spécifiques peuvent être identifiés pour cette année.
3714820c-9157-4666-9dd8-f761c39039a2,Congrès de paix d'Utrecht,1712-01-01,UPDATE_DATE,UPDATE_DATE,,1713-01-01,false,A,0.9,POTENTIAL_DATE_ERROR,divergence_date,Wikidata et Wikipedia indiquent 1713 comme année de signature des traités d'Utrecht. La description est cohérente avec cette date.,Mettre à jour la date à 1713-01-01.
a2b573d4-82a3-4da5-a17b-633810991fba,Construction de la cathédrale de Monreale en Sicile,1174-01-01,UPDATE_DATE,UPDATE_DATE,,1172-01-01,false,A,1,POTENTIAL_DATE_ERROR,divergence_date,Wikidata et l'audit précédent indiquent 1172 comme date de début de la construction. La description reste cohérente.,Mettre à jour la date de début de la construction à 1172.
0e430afa-6bed-4a43-8b5f-e6bcd2063c13,Création de la Royal Society,1662-01-01,UPDATE_DATE,UPDATE_DATE,,1660-11-28,false,A,1,POTENTIAL_DATE_ERROR,divergence_date,"La date de fondation de la Royal Society est le 28 novembre 1660, comme indiqué par Wikidata et confirmé par les articles Wikipédia en français et en anglais. La description est cohérente avec cette date.","Mettre à jour la date de l'événement avec la date précise de fondation, soit le 1660-11-28."
